[2020-10-06 09:01:35,433] I Kiwoom.py | Kiwoom-__init__-0065 I DEBUG    > Kiwoom() class start.
[2020-10-06 09:03:43,554] I Kiwoom.py | Kiwoom-_receive_real_data-0514 I DEBUG    > 매수주문 전달 실패
[2020-10-06 09:03:43,555] I Kiwoom.py | Kiwoom-_receive_real_data-0533 I DEBUG    > 매수취소 전달 실패
[2020-10-06 09:03:43,556] I Kiwoom.py | Kiwoom-_receive_real_data-0533 I DEBUG    > 매수취소 전달 실패
[2020-10-06 09:03:43,556] I Kiwoom.py | Kiwoom-_receive_real_data-0494 I DEBUG    > 매수조건 통과 084010 
[2020-10-06 09:03:43,557] I Kiwoom.py | Kiwoom-_receive_real_data-0514 I DEBUG    > 매수주문 전달 실패
[2020-10-06 09:03:43,558] I Kiwoom.py | Kiwoom-_receive_real_data-0533 I DEBUG    > 매수취소 전달 실패
[2020-10-06 09:03:43,558] I Kiwoom.py | Kiwoom-_receive_real_data-0533 I DEBUG    > 매수취소 전달 실패
[2020-10-06 09:03:44,254] I Kiwoom.py | Kiwoom-_receive_real_data-0494 I DEBUG    > 매수조건 통과 084010 
[2020-10-06 09:03:44,256] I Kiwoom.py | Kiwoom-_receive_real_data-0512 I DEBUG    > 매수주문 전달 성공
[2020-10-06 09:03:44,257] I Kiwoom.py | Kiwoom-_receive_real_data-0531 I DEBUG    > 매수취소 전달 성공
[2020-10-06 09:03:44,259] I Kiwoom.py | Kiwoom-_receive_real_data-0531 I DEBUG    > 매수취소 전달 성공
[2020-10-06 09:03:44,260] I Kiwoom.py | Kiwoom-_receive_real_data-0494 I DEBUG    > 매수조건 통과 084010 
[2020-10-06 09:03:44,261] I Kiwoom.py | Kiwoom-_receive_real_data-0512 I DEBUG    > 매수주문 전달 성공
[2020-10-06 09:03:44,263] I Kiwoom.py | Kiwoom-_receive_real_data-0531 I DEBUG    > 매수취소 전달 성공
[2020-10-06 09:03:44,264] I Kiwoom.py | Kiwoom-_receive_real_data-0533 I DEBUG    > 매수취소 전달 실패
[2020-10-06 09:03:44,306] I Kiwoom.py | Kiwoom-msg_slot-0187 I DEBUG    > 스크린: 6001, 요청이름: 신규매수, tr코드: KOA_NORMAL_BUY_KP_ORD --- [00Z112] 모의투자 정상처리 되었습니다
[2020-10-06 09:03:44,307] I Kiwoom.py | Kiwoom-_receive_real_data-0494 I DEBUG    > 매수조건 통과 084010 
[2020-10-06 09:03:44,308] I Kiwoom.py | Kiwoom-_receive_real_data-0514 I DEBUG    > 매수주문 전달 실패
[2020-10-06 09:03:44,309] I Kiwoom.py | Kiwoom-_receive_real_data-0533 I DEBUG    > 매수취소 전달 실패
[2020-10-06 09:03:44,310] I Kiwoom.py | Kiwoom-_receive_real_data-0533 I DEBUG    > 매수취소 전달 실패
[2020-10-06 09:03:44,310] I Kiwoom.py | Kiwoom-_receive_real_data-0494 I DEBUG    > 매수조건 통과 084010 
[2020-10-06 09:03:44,311] I Kiwoom.py | Kiwoom-_receive_real_data-0514 I DEBUG    > 매수주문 전달 실패
[2020-10-06 09:03:44,312] I Kiwoom.py | Kiwoom-_receive_real_data-0533 I DEBUG    > 매수취소 전달 실패
[2020-10-06 09:03:44,313] I Kiwoom.py | Kiwoom-_receive_real_data-0533 I DEBUG    > 매수취소 전달 실패
[2020-10-06 09:03:44,335] I Kiwoom.py | Kiwoom-msg_slot-0187 I DEBUG    > 스크린: 6001, 요청이름: 매수취소, tr코드: KOA_NORMAL_KP_CANCEL --- [00Z115] 모의투자 정상처리 되었습니다
[2020-10-06 09:03:44,347] I Kiwoom.py | Kiwoom-msg_slot-0187 I DEBUG    > 스크린: 6001, 요청이름: 매수취소, tr코드: KOA_NORMAL_KP_CANCEL --- [00Z115] 모의투자 정상처리 되었습니다
[2020-10-06 09:03:44,402] I Kiwoom.py | Kiwoom-msg_slot-0187 I DEBUG    > 스크린: 6001, 요청이름: 신규매수, tr코드: KOA_NORMAL_BUY_KP_ORD --- [00Z112] 모의투자 정상처리 되었습니다
[2020-10-06 09:03:44,403] I Kiwoom.py | Kiwoom-msg_slot-0187 I DEBUG    > 스크린: 6001, 요청이름: 매수취소, tr코드: KOA_NORMAL_KP_CANCEL --- [00Z235] 모의투자 취소주문 수량 오류
[2020-10-06 09:03:44,852] I Kiwoom.py | Kiwoom-_receive_real_data-0533 I DEBUG    > 매수취소 전달 실패
[2020-10-06 09:03:44,854] I Kiwoom.py | Kiwoom-_receive_real_data-0533 I DEBUG    > 매수취소 전달 실패
[2020-10-06 09:03:45,244] I Kiwoom.py | Kiwoom-_receive_real_data-0494 I DEBUG    > 매수조건 통과 084010 
[2020-10-06 09:03:45,245] I Kiwoom.py | Kiwoom-_receive_real_data-0514 I DEBUG    > 매수주문 전달 실패
[2020-10-06 09:03:45,246] I Kiwoom.py | Kiwoom-_receive_real_data-0533 I DEBUG    > 매수취소 전달 실패
[2020-10-06 09:03:45,247] I Kiwoom.py | Kiwoom-_receive_real_data-0533 I DEBUG    > 매수취소 전달 실패
[2020-10-06 09:03:45,657] I Kiwoom.py | Kiwoom-_receive_real_data-0531 I DEBUG    > 매수취소 전달 성공
[2020-10-06 09:03:45,658] I Kiwoom.py | Kiwoom-_receive_real_data-0531 I DEBUG    > 매수취소 전달 성공
[2020-10-06 09:03:45,712] I Kiwoom.py | Kiwoom-msg_slot-0187 I DEBUG    > 스크린: 6001, 요청이름: 매수취소, tr코드: KOA_NORMAL_KP_CANCEL --- [00Z115] 모의투자 정상처리 되었습니다
[2020-10-06 09:03:45,734] I Kiwoom.py | Kiwoom-msg_slot-0187 I DEBUG    > 스크린: 6001, 요청이름: 매수취소, tr코드: KOA_NORMAL_KP_CANCEL --- [00Z115] 모의투자 정상처리 되었습니다
[2020-10-06 09:03:45,859] I Kiwoom.py | Kiwoom-_receive_real_data-0494 I DEBUG    > 매수조건 통과 084010 
[2020-10-06 09:03:45,861] I Kiwoom.py | Kiwoom-_receive_real_data-0512 I DEBUG    > 매수주문 전달 성공
[2020-10-06 09:03:45,916] I Kiwoom.py | Kiwoom-msg_slot-0187 I DEBUG    > 스크린: 6001, 요청이름: 신규매수, tr코드: KOA_NORMAL_BUY_KP_ORD --- [00Z112] 모의투자 정상처리 되었습니다
[2020-10-06 09:03:46,047] I Kiwoom.py | Kiwoom-_receive_real_data-0494 I DEBUG    > 매수조건 통과 084010 
[2020-10-06 09:03:46,048] I Kiwoom.py | Kiwoom-_receive_real_data-0512 I DEBUG    > 매수주문 전달 성공
[2020-10-06 09:03:46,050] I Kiwoom.py | Kiwoom-_receive_real_data-0531 I DEBUG    > 매수취소 전달 성공
[2020-10-06 09:03:46,092] I Kiwoom.py | Kiwoom-msg_slot-0187 I DEBUG    > 스크린: 6001, 요청이름: 신규매수, tr코드: KOA_NORMAL_BUY_KP_ORD --- [00Z112] 모의투자 정상처리 되었습니다
[2020-10-06 09:03:46,115] I Kiwoom.py | Kiwoom-msg_slot-0187 I DEBUG    > 스크린: 6001, 요청이름: 매수취소, tr코드: KOA_NORMAL_KP_CANCEL --- [00Z115] 모의투자 정상처리 되었습니다
[2020-10-06 09:03:46,348] I Kiwoom.py | Kiwoom-_receive_real_data-0494 I DEBUG    > 매수조건 통과 084010 
[2020-10-06 09:03:46,349] I Kiwoom.py | Kiwoom-_receive_real_data-0514 I DEBUG    > 매수주문 전달 실패
[2020-10-06 09:03:46,350] I Kiwoom.py | Kiwoom-_receive_real_data-0533 I DEBUG    > 매수취소 전달 실패
[2020-10-06 09:03:46,350] I Kiwoom.py | Kiwoom-_receive_real_data-0494 I DEBUG    > 매수조건 통과 084010 
[2020-10-06 09:03:46,351] I Kiwoom.py | Kiwoom-_receive_real_data-0514 I DEBUG    > 매수주문 전달 실패
[2020-10-06 09:03:46,352] I Kiwoom.py | Kiwoom-_receive_real_data-0533 I DEBUG    > 매수취소 전달 실패
[2020-10-06 09:03:46,753] I Kiwoom.py | Kiwoom-_receive_real_data-0531 I DEBUG    > 매수취소 전달 성공
[2020-10-06 09:03:46,754] I Kiwoom.py | Kiwoom-_receive_real_data-0531 I DEBUG    > 매수취소 전달 성공
[2020-10-06 09:03:46,806] I Kiwoom.py | Kiwoom-msg_slot-0187 I DEBUG    > 스크린: 6001, 요청이름: 매수취소, tr코드: KOA_NORMAL_KP_CANCEL --- [00Z115] 모의투자 정상처리 되었습니다
[2020-10-06 09:03:46,840] I Kiwoom.py | Kiwoom-msg_slot-0187 I DEBUG    > 스크린: 6001, 요청이름: 매수취소, tr코드: KOA_NORMAL_KP_CANCEL --- [00Z235] 모의투자 취소주문 수량 오류
[2020-10-06 09:03:47,550] I Kiwoom.py | Kiwoom-_receive_real_data-0494 I DEBUG    > 매수조건 통과 084010 
[2020-10-06 09:03:47,552] I Kiwoom.py | Kiwoom-_receive_real_data-0512 I DEBUG    > 매수주문 전달 성공
[2020-10-06 09:03:47,594] I Kiwoom.py | Kiwoom-msg_slot-0187 I DEBUG    > 스크린: 6001, 요청이름: 신규매수, tr코드: KOA_NORMAL_BUY_KP_ORD --- [00Z112] 모의투자 정상처리 되었습니다
[2020-10-06 09:04:23,075] I Kiwoom.py | Kiwoom-__init__-0065 I DEBUG    > Kiwoom() class start.
[2020-10-06 09:04:29,560] I Kiwoom.py | Kiwoom-get_login_info-0613 I DEBUG    > 계좌번호 : 8146379811
[2020-10-06 09:04:30,832] I Kiwoom.py | Kiwoom-msg_slot-0187 I DEBUG    > 스크린: 2000, 요청이름: 예수금상세현황요청, tr코드: opw00001 --- [00Z310] 모의투자 조회가 완료되었습니다
[2020-10-06 09:04:30,833] I Kiwoom.py | Kiwoom-_opw00001-0674 I DEBUG    > 예수금 : 96059505
[2020-10-06 09:04:31,608] I Kiwoom.py | Kiwoom-msg_slot-0187 I DEBUG    > 스크린: 2000, 요청이름: 계좌평가잔고내역요청, tr코드: opw00018 --- [00Z310] 모의투자 조회가 완료되었습니다
[2020-10-06 09:04:31,609] I Kiwoom.py | Kiwoom-_opw00018-0835 I DEBUG    > 계좌평가잔고내역요청 싱글데이터 : 3,284,945 - -28,512 - -0.87
[2020-10-06 09:04:31,611] I Kiwoom.py | Kiwoom-_opw00018-0863 I DEBUG    > sPreNext : 
[2020-10-06 09:06:17,113] I Kiwoom.py | Kiwoom-__init__-0065 I DEBUG    > Kiwoom() class start.
[2020-10-06 09:06:23,807] I Kiwoom.py | Kiwoom-get_login_info-0613 I DEBUG    > 계좌번호 : 8146379811
[2020-10-06 09:06:24,669] I Kiwoom.py | Kiwoom-msg_slot-0187 I DEBUG    > 스크린: 2000, 요청이름: 예수금상세현황요청, tr코드: opw00001 --- [00Z310] 모의투자 조회가 완료되었습니다
[2020-10-06 09:06:24,670] I Kiwoom.py | Kiwoom-_opw00001-0674 I DEBUG    > 예수금 : 96059505
[2020-10-06 09:06:26,206] I Kiwoom.py | Kiwoom-msg_slot-0187 I DEBUG    > 스크린: 2000, 요청이름: 계좌평가잔고내역요청, tr코드: opw00018 --- [00Z310] 모의투자 조회가 완료되었습니다
[2020-10-06 09:06:26,207] I Kiwoom.py | Kiwoom-_opw00018-0835 I DEBUG    > 계좌평가잔고내역요청 싱글데이터 : 3,284,945 - -26,537 - -0.81
[2020-10-06 09:06:26,209] I Kiwoom.py | Kiwoom-_opw00018-0863 I DEBUG    > sPreNext : 
[2020-10-06 09:06:29,232] I Kiwoom.py | Kiwoom-msg_slot-0187 I DEBUG    > 스크린: , 요청이름: , tr코드:  ---  조회가 완료되었습니다.
[2020-10-06 09:06:31,248] I Kiwoom.py | Kiwoom-_receive_real_data-0494 I DEBUG    > 매수조건 통과 036630 
[2020-10-06 09:06:31,250] I Kiwoom.py | Kiwoom-_receive_real_data-0512 I DEBUG    > 매수주문 전달 성공
[2020-10-06 09:06:31,294] I Kiwoom.py | Kiwoom-msg_slot-0187 I DEBUG    > 스크린: 6001, 요청이름: 신규매수, tr코드: KOA_NORMAL_BUY_KQ_ORD --- [00Z219] 모의투자 매매금지 종목
[2020-10-06 09:06:31,350] I Kiwoom.py | Kiwoom-_receive_real_data-0494 I DEBUG    > 매수조건 통과 036630 
[2020-10-06 09:06:31,352] I Kiwoom.py | Kiwoom-_receive_real_data-0512 I DEBUG    > 매수주문 전달 성공
[2020-10-06 09:06:31,374] I Kiwoom.py | Kiwoom-msg_slot-0187 I DEBUG    > 스크린: 6001, 요청이름: 신규매수, tr코드: KOA_NORMAL_BUY_KQ_ORD --- [00Z219] 모의투자 매매금지 종목
[2020-10-06 09:06:31,653] I Kiwoom.py | Kiwoom-_receive_real_data-0494 I DEBUG    > 매수조건 통과 036630 
[2020-10-06 09:06:31,655] I Kiwoom.py | Kiwoom-_receive_real_data-0512 I DEBUG    > 매수주문 전달 성공
[2020-10-06 09:06:31,687] I Kiwoom.py | Kiwoom-msg_slot-0187 I DEBUG    > 스크린: 6001, 요청이름: 신규매수, tr코드: KOA_NORMAL_BUY_KQ_ORD --- [00Z219] 모의투자 매매금지 종목
[2020-10-06 09:06:32,248] I Kiwoom.py | Kiwoom-_receive_real_data-0494 I DEBUG    > 매수조건 통과 084010 
[2020-10-06 09:06:32,251] I Kiwoom.py | Kiwoom-_receive_real_data-0512 I DEBUG    > 매수주문 전달 성공
[2020-10-06 09:06:32,412] I Kiwoom.py | Kiwoom-msg_slot-0187 I DEBUG    > 스크린: 6001, 요청이름: 신규매수, tr코드: KOA_NORMAL_BUY_KQ_ORD --- [00Z112] 모의투자 정상처리 되었습니다
[2020-10-06 09:06:32,649] I Kiwoom.py | Kiwoom-_receive_real_data-0494 I DEBUG    > 매수조건 통과 084010 
[2020-10-06 09:06:32,650] I Kiwoom.py | Kiwoom-_receive_real_data-0512 I DEBUG    > 매수주문 전달 성공
[2020-10-06 09:06:32,652] I Kiwoom.py | Kiwoom-_receive_real_data-0531 I DEBUG    > 매수취소 전달 성공
[2020-10-06 09:06:32,652] I Kiwoom.py | Kiwoom-_receive_real_data-0494 I DEBUG    > 매수조건 통과 084010 
[2020-10-06 09:06:32,653] I Kiwoom.py | Kiwoom-_receive_real_data-0512 I DEBUG    > 매수주문 전달 성공
[2020-10-06 09:06:32,655] I Kiwoom.py | Kiwoom-_receive_real_data-0531 I DEBUG    > 매수취소 전달 성공
[2020-10-06 09:06:32,806] I Kiwoom.py | Kiwoom-msg_slot-0187 I DEBUG    > 스크린: 6001, 요청이름: 신규매수, tr코드: KOA_NORMAL_BUY_KQ_ORD --- [00Z112] 모의투자 정상처리 되었습니다
[2020-10-06 09:06:32,808] I Kiwoom.py | Kiwoom-_receive_real_data-0494 I DEBUG    > 매수조건 통과 036630 
[2020-10-06 09:06:32,809] I Kiwoom.py | Kiwoom-_receive_real_data-0514 I DEBUG    > 매수주문 전달 실패
[2020-10-06 09:06:32,810] I Kiwoom.py | Kiwoom-_receive_real_data-0494 I DEBUG    > 매수조건 통과 084010 
[2020-10-06 09:06:32,811] I Kiwoom.py | Kiwoom-_receive_real_data-0514 I DEBUG    > 매수주문 전달 실패
[2020-10-06 09:06:32,812] I Kiwoom.py | Kiwoom-_receive_real_data-0533 I DEBUG    > 매수취소 전달 실패
[2020-10-06 09:06:32,833] I Kiwoom.py | Kiwoom-msg_slot-0187 I DEBUG    > 스크린: 6001, 요청이름: 신규매수, tr코드: KOA_NORMAL_BUY_KQ_ORD --- [00Z112] 모의투자 정상처리 되었습니다
[2020-10-06 09:06:32,845] I Kiwoom.py | Kiwoom-msg_slot-0187 I DEBUG    > 스크린: 6001, 요청이름: 매수취소, tr코드: KOA_NORMAL_KP_CANCEL --- [00Z115] 모의투자 정상처리 되었습니다
[2020-10-06 09:06:32,847] I Kiwoom.py | Kiwoom-msg_slot-0187 I DEBUG    > 스크린: 6001, 요청이름: 매수취소, tr코드: KOA_NORMAL_KP_CANCEL --- [00Z235] 모의투자 취소주문 수량 오류
[2020-10-06 09:06:32,953] I Kiwoom.py | Kiwoom-_receive_real_data-0533 I DEBUG    > 매수취소 전달 실패
[2020-10-06 09:06:32,955] I Kiwoom.py | Kiwoom-_receive_real_data-0533 I DEBUG    > 매수취소 전달 실패
[2020-10-06 09:06:33,051] I Kiwoom.py | Kiwoom-_receive_real_data-0494 I DEBUG    > 매수조건 통과 036630 
[2020-10-06 09:06:33,051] I Kiwoom.py | Kiwoom-_receive_real_data-0514 I DEBUG    > 매수주문 전달 실패
[2020-10-06 09:06:33,052] I Kiwoom.py | Kiwoom-_receive_real_data-0494 I DEBUG    > 매수조건 통과 036630 
[2020-10-06 09:06:33,053] I Kiwoom.py | Kiwoom-_receive_real_data-0514 I DEBUG    > 매수주문 전달 실패
[2020-10-06 09:06:33,849] I Kiwoom.py | Kiwoom-_receive_real_data-0531 I DEBUG    > 매수취소 전달 성공
[2020-10-06 09:06:33,850] I Kiwoom.py | Kiwoom-_receive_real_data-0531 I DEBUG    > 매수취소 전달 성공
[2020-10-06 09:06:33,882] I Kiwoom.py | Kiwoom-msg_slot-0187 I DEBUG    > 스크린: 6001, 요청이름: 매수취소, tr코드: KOA_NORMAL_KP_CANCEL --- [00Z115] 모의투자 정상처리 되었습니다
[2020-10-06 09:06:33,905] I Kiwoom.py | Kiwoom-msg_slot-0187 I DEBUG    > 스크린: 6001, 요청이름: 매수취소, tr코드: KOA_NORMAL_KP_CANCEL --- [00Z115] 모의투자 정상처리 되었습니다
[2020-10-06 09:06:34,244] I Kiwoom.py | Kiwoom-_receive_real_data-0494 I DEBUG    > 매수조건 통과 084010 
[2020-10-06 09:06:34,245] I Kiwoom.py | Kiwoom-_receive_real_data-0512 I DEBUG    > 매수주문 전달 성공
[2020-10-06 09:06:34,321] I Kiwoom.py | Kiwoom-msg_slot-0187 I DEBUG    > 스크린: 6001, 요청이름: 신규매수, tr코드: KOA_NORMAL_BUY_KQ_ORD --- [00Z112] 모의투자 정상처리 되었습니다
[2020-10-06 09:06:34,453] I Kiwoom.py | Kiwoom-_receive_real_data-0494 I DEBUG    > 매수조건 통과 036630 
[2020-10-06 09:06:34,455] I Kiwoom.py | Kiwoom-_receive_real_data-0512 I DEBUG    > 매수주문 전달 성공
[2020-10-06 09:06:34,498] I Kiwoom.py | Kiwoom-msg_slot-0187 I DEBUG    > 스크린: 6001, 요청이름: 신규매수, tr코드: KOA_NORMAL_BUY_KQ_ORD --- [00Z219] 모의투자 매매금지 종목
[2020-10-06 09:06:35,145] I Kiwoom.py | Kiwoom-_receive_real_data-0494 I DEBUG    > 매수조건 통과 036630 
[2020-10-06 09:06:35,147] I Kiwoom.py | Kiwoom-_receive_real_data-0512 I DEBUG    > 매수주문 전달 성공
[2020-10-06 09:06:35,148] I Kiwoom.py | Kiwoom-_receive_real_data-0494 I DEBUG    > 매수조건 통과 036630 
[2020-10-06 09:06:35,149] I Kiwoom.py | Kiwoom-_receive_real_data-0512 I DEBUG    > 매수주문 전달 성공
[2020-10-06 09:06:35,170] I Kiwoom.py | Kiwoom-msg_slot-0187 I DEBUG    > 스크린: 6001, 요청이름: 신규매수, tr코드: KOA_NORMAL_BUY_KQ_ORD --- [00Z219] 모의투자 매매금지 종목
[2020-10-06 09:06:35,204] I Kiwoom.py | Kiwoom-msg_slot-0187 I DEBUG    > 스크린: 6001, 요청이름: 신규매수, tr코드: KOA_NORMAL_BUY_KQ_ORD --- [00Z219] 모의투자 매매금지 종목
[2020-10-06 09:06:35,954] I Kiwoom.py | Kiwoom-_receive_real_data-0494 I DEBUG    > 매수조건 통과 084010 
[2020-10-06 09:06:35,956] I Kiwoom.py | Kiwoom-_receive_real_data-0512 I DEBUG    > 매수주문 전달 성공
[2020-10-06 09:06:35,958] I Kiwoom.py | Kiwoom-_receive_real_data-0531 I DEBUG    > 매수취소 전달 성공
[2020-10-06 09:06:35,958] I Kiwoom.py | Kiwoom-_receive_real_data-0494 I DEBUG    > 매수조건 통과 036630 
[2020-10-06 09:06:35,960] I Kiwoom.py | Kiwoom-_receive_real_data-0512 I DEBUG    > 매수주문 전달 성공
[2020-10-06 09:06:36,003] I Kiwoom.py | Kiwoom-msg_slot-0187 I DEBUG    > 스크린: 6001, 요청이름: 신규매수, tr코드: KOA_NORMAL_BUY_KQ_ORD --- [00Z112] 모의투자 정상처리 되었습니다
[2020-10-06 09:06:36,024] I Kiwoom.py | Kiwoom-msg_slot-0187 I DEBUG    > 스크린: 6001, 요청이름: 신규매수, tr코드: KOA_NORMAL_BUY_KQ_ORD --- [00Z219] 모의투자 매매금지 종목
